Дата;Магазин;Город;Товар;Категория;Количество. кг;Стоимость. руб.
11.12.2011;Росвкус;Владимир;Апельсины;Фрукты;10.1;646.4
05.05.2012;Авоська;Владимир;Огурцы;Овощи;2.2;107.8
30.05.2013;Авоська;Владимир;Груши;Фрукты;11.9;928.2
22.03.2013;Росвкус;Владимир;Яблоки;Фрукты;3.8;262.2
05.10.2014;Деревенский;Гусь-Хрустальный;Картофель;Овощи;5.7;199.5
06.02.2013;Росвкус;Владимир;Томаты;Овощи;1.5;120
07.03.2011;Первый продуктовый;Гусь-Хрустальный;Томаты;Овощи;16.5;1320
19.03.2014;Деревенский;Гусь-Хрустальный;Картофель;Овощи;1.3;45.5
15.03.2010;Авоська;Владимир;Картофель;Овощи;10.1;353.5
06.05.2011;Полтинник;Гусь-Хрустальный;Апельсины;Фрукты;13;832
22.08.2015;Первый продуктовый;Гусь-Хрустальный;Виноград;Фрукты;19.9;2447.7
07.08.2015;Авоська;Владимир;Баклажаны;Овощи;7.4;976.8
14.07.2012;Деревенский;Гусь-Хрустальный;Картофель;Овощи;0.7;24.5
22.01.2010;Деревенский;Гусь-Хрустальный;Бананы;Фрукты;5;280
13.01.2011;Алтын;Ковров;Бананы;Фрукты;15.3;856.8
24.07.2010;Сельпо;Ковров;Груши;Фрукты;18.7;1458.6
10.03.2012;Полтинник;Гусь-Хрустальный;Томаты;Овощи;13.8;1104
10.12.2014;Алтын;Ковров;Баклажаны;Овощи;0.6;79.2
10.05.2012;Деревенский;Гусь-Хрустальный;Капуста;Овощи;10;270
07.09.2014;Полтинник;Гусь-Хрустальный;Капуста;Овощи;3.7;99.9
13.09.2010;Сельпо;Ковров;Картофель;Овощи;5.2;182
08.03.2015;Сельпо;Ковров;Виноград;Фрукты;11.3;1389.9
26.12.2014;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;17.9;1002.4
29.06.2013;Первый продуктовый;Гусь-Хрустальный;Баклажаны;Овощи;18;2376
15.11.2010;Провиант;Владимир;Томаты;Овощи;1.5;120
21.08.2015;Авоська;Владимир;Капуста;Овощи;1.4;37.8
08.06.2011;Копеечка;Ковров;Капуста;Овощи;14.7;396.9
10.08.2015;Деревенский;Гусь-Хрустальный;Картофель;Овощи;4.4;154
19.09.2014;Первый продуктовый;Гусь-Хрустальный;Яблоки;Фрукты;7.4;510.6
23.04.2011;Деревенский;Гусь-Хрустальный;Томаты;Овощи;5.6;448
07.04.2010;Сельпо;Ковров;Огурцы;Овощи;19.9;975.1
14.02.2013;Деревенский;Гусь-Хрустальный;Капуста;Овощи;10.5;283.5
21.09.2014;Полтинник;Гусь-Хрустальный;Апельсины;Фрукты;18;1152
12.07.2013;Авоська;Владимир;Томаты;Овощи;1.9;152
10.03.2010;Первый продуктовый;Гусь-Хрустальный;Бананы;Фрукты;16.3;912.8
08.05.2013;Сельпо;Ковров;Картофель;Овощи;7.3;255.5
02.06.2013;Алтын;Ковров;Груши;Фрукты;16.2;1263.6
27.01.2014;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;12.5;612.5
28.03.2010;Росвкус;Владимир;Капуста;Овощи;8.4;226.8
04.01.2010;Копеечка;Ковров;Виноград;Фрукты;7.5;922.5
01.07.2014;Деревенский;Гусь-Хрустальный;Картофель;Овощи;5.2;182
26.11.2013;Алтын;Ковров;Баклажаны;Овощи;16.9;2230.8
16.08.2013;Сельпо;Ковров;Огурцы;Овощи;15.6;764.4
15.12.2011;Росвкус;Владимир;Томаты;Овощи;4.9;392
05.05.2012;Полтинник;Гусь-Хрустальный;Груши;Фрукты;10.7;834.6
08.03.2010;Сельпо;Ковров;Яблоки;Фрукты;15.4;1062.6
24.01.2014;Копеечка;Ковров;Бананы;Фрукты;5.6;313.6
04.01.2013;Копеечка;Ковров;Груши;Фрукты;7.4;577.2
30.08.2014;Сельпо;Ковров;Капуста;Овощи;17.1;461.7
01.09.2011;Сельпо;Ковров;Томаты;Овощи;11.8;944
29.01.2011;Деревенский;Гусь-Хрустальный;Виноград;Фрукты;6.4;787.2
02.06.2012;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;12.5;612.5
02.10.2010;Копеечка;Ковров;Груши;Фрукты;5;390
01.01.2014;Авоська;Владимир;Томаты;Овощи;0.5;40
11.04.2011;Авоська;Владимир;Яблоки;Фрукты;7.7;531.3
23.03.2015;Росвкус;Владимир;Капуста;Овощи;15.6;421.2
30.07.2015;Авоська;Владимир;Апельсины;Фрукты;2;128
02.08.2015;Сельпо;Ковров;Баклажаны;Овощи;16.4;2164.8
29.06.2010;Первый продуктовый;Гусь-Хрустальный;Виноград;Фрукты;8.7;1070.1
21.10.2013;Росвкус;Владимир;Баклажаны;Овощи;13.3;1755.6
18.10.2013;Росвкус;Владимир;Виноград;Фрукты;3.5;430.5
24.06.2013;Полтинник;Гусь-Хрустальный;Яблоки;Фрукты;15.4;1062.6
16.05.2014;Авоська;Владимир;Яблоки;Фрукты;3.7;255.3
12.09.2014;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;3.1;151.9
09.11.2014;Росвкус;Владимир;Томаты;Овощи;16;1280
01.11.2014;Первый продуктовый;Гусь-Хрустальный;Бананы;Фрукты;12.6;705.6
26.09.2015;Росвкус;Владимир;Яблоки;Фрукты;11.4;786.6
30.05.2011;Первый продуктовый;Гусь-Хрустальный;Капуста;Овощи;17.5;472.5
10.08.2015;Копеечка;Ковров;Капуста;Овощи;13.2;356.4
20.10.2011;Первый продуктовый;Гусь-Хрустальный;Яблоки;Фрукты;8.2;565.8
12.07.2012;Алтын;Ковров;Капуста;Овощи;12.3;332.1
15.10.2014;Деревенский;Гусь-Хрустальный;Картофель;Овощи;4.8;168
07.01.2013;Полтинник;Гусь-Хрустальный;Капуста;Овощи;17.7;477.9
07.05.2012;Полтинник;Гусь-Хрустальный;Баклажаны;Овощи;16.7;2204.4
11.05.2011;Авоська;Владимир;Капуста;Овощи;2;54
28.01.2015;Провиант;Владимир;Капуста;Овощи;15.4;415.8
22.08.2012;Алтын;Ковров;Апельсины;Фрукты;5;320
24.02.2015;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;15.2;744.8
29.11.2011;Полтинник;Гусь-Хрустальный;Баклажаны;Овощи;5.2;686.4
04.03.2012;Первый продуктовый;Гусь-Хрустальный;Картофель;Овощи;17.9;626.5
29.11.2012;Алтын;Ковров;Апельсины;Фрукты;16.7;1068.8
17.01.2011;Деревенский;Гусь-Хрустальный;Апельсины;Фрукты;11.8;755.2
13.11.2014;Провиант;Владимир;Груши;Фрукты;10.3;803.4
08.08.2011;Авоська;Владимир;Огурцы;Овощи;3.2;156.8
12.10.2012;Первый продуктовый;Гусь-Хрустальный;Бананы;Фрукты;15.5;868
02.12.2011;Росвкус;Владимир;Яблоки;Фрукты;8;552
30.04.2010;Авоська;Владимир;Баклажаны;Овощи;14.6;1927.2
23.12.2010;Деревенский;Гусь-Хрустальный;Томаты;Овощи;11.6;928
20.10.2014;Деревенский;Гусь-Хрустальный;Бананы;Фрукты;4;224
11.02.2010;Алтын;Ковров;Капуста;Овощи;7.5;202.5
17.03.2015;Авоська;Владимир;Томаты;Овощи;8;640
18.10.2010;Сельпо;Ковров;Груши;Фрукты;4.2;327.6
25.08.2011;Копеечка;Ковров;Баклажаны;Овощи;5.9;778.8
07.02.2014;Провиант;Владимир;Капуста;Овощи;3.9;105.3
13.09.2012;Копеечка;Ковров;Апельсины;Фрукты;1.9;121.6
27.02.2010;Копеечка;Ковров;Груши;Фрукты;17.6;1372.8
14.04.2014;Алтын;Ковров;Виноград;Фрукты;0.7;86.1
02.08.2014;Провиант;Владимир;Апельсины;Фрукты;5;320
21.01.2011;Первый продуктовый;Гусь-Хрустальный;Бананы;Фрукты;18.8;1052.8
06.10.2014;Деревенский;Гусь-Хрустальный;Виноград;Фрукты;16.9;2078.7
14.09.2014;Копеечка;Ковров;Огурцы;Овощи;16.9;828.1
28.04.2011;Алтын;Ковров;Капуста;Овощи;17.1;461.7
09.01.2015;Копеечка;Ковров;Томаты;Овощи;3;240
08.04.2010;Провиант;Владимир;Бананы;Фрукты;8.3;464.8
03.04.2014;Росвкус;Владимир;Бананы;Фрукты;14.8;828.8
22.11.2014;Провиант;Владимир;Картофель;Овощи;11.5;402.5
09.11.2013;Росвкус;Владимир;Виноград;Фрукты;16.9;2078.7
18.01.2011;Сельпо;Ковров;Капуста;Овощи;8.8;237.6
12.08.2014;Сельпо;Ковров;Виноград;Фрукты;18.8;2312.4
10.10.2010;Первый продуктовый;Гусь-Хрустальный;Капуста;Овощи;13.5;364.5
24.05.2015;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;19.7;1103.2
21.04.2010;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;10.5;514.5
09.01.2010;Росвкус;Владимир;Капуста;Овощи;9.9;267.3
19.07.2013;Копеечка;Ковров;Баклажаны;Овощи;10.8;1425.6
23.01.2012;Деревенский;Гусь-Хрустальный;Виноград;Фрукты;16.3;2004.9
03.09.2010;Алтын;Ковров;Бананы;Фрукты;1.2;67.2
28.10.2014;Провиант;Владимир;Груши;Фрукты;4.3;335.4
28.02.2012;Полтинник;Гусь-Хрустальный;Томаты;Овощи;5.7;456
18.09.2014;Деревенский;Гусь-Хрустальный;Виноград;Фрукты;7.1;873.3
22.08.2012;Росвкус;Владимир;Огурцы;Овощи;14.9;730.1
20.05.2011;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;5.5;269.5
24.12.2011;Алтын;Ковров;Баклажаны;Овощи;14.5;1914
22.09.2011;Копеечка;Ковров;Виноград;Фрукты;8.3;1020.9
24.09.2015;Первый продуктовый;Гусь-Хрустальный;Баклажаны;Овощи;13.6;1795.2
13.02.2015;Копеечка;Ковров;Капуста;Овощи;2.3;62.1
11.11.2010;Провиант;Владимир;Бананы;Фрукты;15.4;862.4
01.05.2014;Росвкус;Владимир;Томаты;Овощи;15.2;1216
14.12.2011;Провиант;Владимир;Апельсины;Фрукты;16.3;1043.2
21.10.2013;Алтын;Ковров;Груши;Фрукты;16.7;1302.6
16.01.2012;Сельпо;Ковров;Томаты;Овощи;10.7;856
18.10.2014;Росвкус;Владимир;Баклажаны;Овощи;13.4;1768.8
14.02.2011;Авоська;Владимир;Томаты;Овощи;11;880
31.10.2014;Деревенский;Гусь-Хрустальный;Яблоки;Фрукты;12.1;834.9
18.01.2014;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;17.4;852.6
01.07.2010;Алтын;Ковров;Баклажаны;Овощи;12.1;1597.2
11.06.2013;Первый продуктовый;Гусь-Хрустальный;Бананы;Фрукты;9.9;554.4
23.10.2012;Авоська;Владимир;Томаты;Овощи;19.3;1544
19.10.2011;Росвкус;Владимир;Картофель;Овощи;8.1;283.5
09.12.2013;Провиант;Владимир;Апельсины;Фрукты;5;320
12.08.2011;Авоська;Владимир;Груши;Фрукты;10.4;811.2
12.06.2011;Полтинник;Гусь-Хрустальный;Баклажаны;Овощи;3.5;462
12.05.2011;Первый продуктовый;Гусь-Хрустальный;Капуста;Овощи;5;135
24.06.2011;Провиант;Владимир;Виноград;Фрукты;12.2;1500.6
28.06.2012;Деревенский;Гусь-Хрустальный;Капуста;Овощи;18.1;488.7
17.08.2012;Росвкус;Владимир;Яблоки;Фрукты;17.7;1221.3
07.07.2011;Росвкус;Владимир;Апельсины;Фрукты;9.3;595.2
27.07.2012;Росвкус;Владимир;Виноград;Фрукты;14.3;1758.9
07.04.2015;Деревенский;Гусь-Хрустальный;Картофель;Овощи;18.5;647.5
27.02.2015;Деревенский;Гусь-Хрустальный;Яблоки;Фрукты;6;414
17.09.2014;Полтинник;Гусь-Хрустальный;Баклажаны;Овощи;19.4;2560.8
05.01.2013;Авоська;Владимир;Бананы;Фрукты;1.2;67.2
24.07.2012;Полтинник;Гусь-Хрустальный;Капуста;Овощи;13.4;361.8
07.10.2011;Деревенский;Гусь-Хрустальный;Виноград;Фрукты;15;1845
21.03.2010;Провиант;Владимир;Огурцы;Овощи;13.2;646.8
14.09.2012;Первый продуктовый;Гусь-Хрустальный;Виноград;Фрукты;17;2091
13.07.2014;Провиант;Владимир;Бананы;Фрукты;8.6;481.6
14.12.2011;Росвкус;Владимир;Бананы;Фрукты;16.6;929.6
28.11.2012;Первый продуктовый;Гусь-Хрустальный;Огурцы;Овощи;3.6;176.4
15.11.2010;Деревенский;Гусь-Хрустальный;Баклажаны;Овощи;9.3;1227.6
05.06.2010;Сельпо;Ковров;Яблоки;Фрукты;6.7;462.3
10.03.2015;Сельпо;Ковров;Виноград;Фрукты;16.4;2017.2
12.05.2011;Сельпо;Ковров;Томаты;Овощи;7;560
26.06.2015;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;3.9;191.1
19.04.2014;Деревенский;Гусь-Хрустальный;Яблоки;Фрукты;18.1;1248.9
15.11.2011;Алтын;Ковров;Апельсины;Фрукты;18.2;1164.8
30.06.2010;Провиант;Владимир;Виноград;Фрукты;5.7;701.1
28.08.2014;Копеечка;Ковров;Капуста;Овощи;18.8;507.6
23.11.2012;Алтын;Ковров;Томаты;Овощи;4.2;336
08.05.2013;Провиант;Владимир;Апельсины;Фрукты;18.6;1190.4
23.05.2013;Росвкус;Владимир;Огурцы;Овощи;13;637
21.06.2010;Росвкус;Владимир;Баклажаны;Овощи;13;1716
16.05.2013;Росвкус;Владимир;Бананы;Фрукты;7.7;431.2
18.05.2011;Росвкус;Владимир;Капуста;Овощи;13.9;375.3
17.02.2011;Полтинник;Гусь-Хрустальный;Баклажаны;Овощи;10.8;1425.6
14.10.2013;Деревенский;Гусь-Хрустальный;Яблоки;Фрукты;16;1104
24.01.2015;Сельпо;Ковров;Апельсины;Фрукты;15.8;1011.2
18.09.2013;Деревенский;Гусь-Хрустальный;Томаты;Овощи;13.5;1080
08.06.2010;Росвкус;Владимир;Огурцы;Овощи;10.4;509.6
16.07.2013;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;13.2;646.8
28.02.2010;Алтын;Ковров;Ананасы;Фрукты;17.7;991.2
29.07.2010;Провиант;Владимир;Баклажаны;Овощи;10.4;1372.8
16.12.2012;Сельпо;Ковров;Томаты;Овощи;14.3;1144
28.04.2014;Росвкус;Владимир;Баклажаны;Овощи;7.3;963.6
03.05.2011;Авоська;Владимир;Картофель;Овощи;11.5;402.5
01.01.2013;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;17.1;837.9
17.08.2012;Полтинник;Гусь-Хрустальный;Капуста;Овощи;18.9;510.3
25.09.2013;Авоська;Владимир;Бананы;Фрукты;9.4;526.4
05.04.2012;Провиант;Владимир;Картофель;Овощи;18.5;647.5
23.04.2015;Росвкус;Владимир;Огурцы;Овощи;6.8;333.2
13.11.2010;Сельпо;Ковров;Томаты;Овощи;18.4;1472
09.02.2012;Деревенский;Гусь-Хрустальный;Томаты;Овощи;19.6;1568
09.07.2013;Деревенский;Гусь-Хрустальный;Капуста;Овощи;7.4;199.8
18.07.2012;Авоська;Владимир;Груши;Фрукты;12.7;990.6
08.10.2014;Провиант;Владимир;Картофель;Овощи;14.4;504
24.07.2011;Первый продуктовый;Гусь-Хрустальный;Груши;Фрукты;13.9;1084.2
